Subject Name,Condition,Number of Draws,Trials per Draw,Frequency,PLV**2: bootstrapped mean,PLV**2: bootstrapped variance,Spectrum: bootstrapped mean,Spectrum: bootstrapped variance,Noise floor PLV**2: bootstrapped mean,Noise floor PLV**2: bootstrapped variance,Noise floor Spectrum: bootstrapped mean,Noise floor Spectrum: bootstrapped variance
subj001,1,100,250,239.2578125,0.00962370189407,8.4835688463e-06,0.597202741059,0.0262726237301,0.00531529043306,2.08146791564e-06,0.344189105345,0.00739996056918
subj001,1,100,250,241.69921875,0.00838584766612,5.39156823052e-06,0.535682495109,0.0174326062758,0.00539396898183,2.20882956183e-06,0.345669735141,0.00774349565068
subj001,1,100,250,244.140625,0.00904463764418,7.36522803745e-06,0.530062598689,0.0204893782536,0.00532244482205,2.36815052429e-06,0.327159632133,0.00758657393072
subj001,1,100,250,246.58203125,0.00919064060407,8.33035359654e-06,0.517157386138,0.0212174756923,0.0054063362392,2.90300144272e-06,0.319863072609,0.0085171911484
subj001,1,100,250,249.0234375,0.00920335428636,7.6646902006e-06,0.508524444753,0.0186180817358,0.00554433534266,2.72234993369e-06,0.319619847802,0.00771966622061
subj001,1,100,250,251.46484375,0.00827141606124,4.3027596433e-06,0.450074618768,0.0102108580902,0.00567514286762,2.53058340633e-06,0.317722991146,0.00651557100859
subj001,1,100,250,253.90625,0.00776857657422,3.96829617202e-06,0.419656336765,0.00930732630323,0.00570331622809,2.95330641229e-06,0.31231848336,0.00788543149439
subj001,1,100,250,256.34765625,0.00753503048203,4.36248667017e-06,0.40267514188,0.00859673541509,0.00573669492823,2.46181624795e-06,0.306906381269,0.00649799774174
subj001,1,100,250,258.7890625,0.00771855268219,5.57910604652e-06,0.392392463667,0.0103663221455,0.00547008957555,2.72890360064e-06,0.288771523848,0.00614066667309
subj001,1,100,250,261.23046875,0.00735581424914,3.90593722072e-06,0.37945517365,0.00747109948189,0.00542285260534,2.80892921802e-06,0.283986565994,0.00638006053671
subj001,1,100,250,263.671875,0.00748245014151,3.72954082974e-06,0.382100734261,0.00709134200925,0.0052497303554,2.51163833838e-06,0.268251029625,0.00477021509652
subj001,1,100,250,266.11328125,0.0075608971885,4.36787069344e-06,0.382570114432,0.00786692007474,0.00530125058493,2.86033832439e-06,0.270745229665,0.00609893784443
subj001,1,100,250,268.5546875,0.00802847792564,5.94497606742e-06,0.396656233149,0.0105519569314,0.005347631642,2.38383644019e-06,0.265152457124,0.00496263716667
subj001,1,100,250,270.99609375,0.00850980303343,6.52510332957e-06,0.39438529214,0.0109961345738,0.0052852120535,2.07961605861e-06,0.256512830553,0.00410079929507
subj001,1,100,250,273.4375,0.00751533483371,4.62253609593e-06,0.353581738457,0.00858766852592,0.00547009252925,2.03190303072e-06,0.258636919884,0.00385325307981
subj001,1,100,250,275.87890625,0.00720184135683,3.82765211843e-06,0.334702509205,0.00656258313628,0.00544886312831,2.85820418818e-06,0.254462201289,0.00520134271876
subj001,1,100,250,278.3203125,0.0072881059474,3.69507093661e-06,0.319571608952,0.00590009757554,0.00564126698826,3.45065444766e-06,0.252575729147,0.00533316750548
subj001,1,100,250,280.76171875,0.00735455788565,4.30772159503e-06,0.320146753411,0.00713931638008,0.00569224866133,2.97299039554e-06,0.251346547407,0.0046455907727
subj001,1,100,250,283.203125,0.00695622216573,2.91862645411e-06,0.305361289701,0.00517771704476,0.00568537255599,2.64251667531e-06,0.250394137546,0.0044207507516
subj001,1,100,250,285.64453125,0.00717788450209,2.90953045754e-06,0.315369854321,0.00508333355258,0.00542088697702,2.13981757708e-06,0.235355909974,0.00354093445916
subj001,1,100,250,288.0859375,0.00772209598044,4.95187609016e-06,0.338120759944,0.00792106096495,0.00544831097987,1.61472035163e-06,0.232851394692,0.00242205163703
subj001,1,100,250,290.52734375,0.00796539176739,5.39780970468e-06,0.342717224724,0.00804639489495,0.00537237445404,1.66523116098e-06,0.225388768387,0.00236870437912
subj001,1,100,250,292.96875,0.00767604493843,3.65253914044e-06,0.32845639568,0.00542848188167,0.00547615107124,1.33175529811e-06,0.225818369115,0.00198010199897
subj001,1,100,250,295.41015625,0.00888698723389,5.29914692885e-06,0.432989905675,0.0111571517162,0.00549459720684,1.76972061632e-06,0.271331545328,0.00481773985348
subj001,1,100,250,297.8515625,0.0100236593042,9.53892408812e-06,0.763683385285,0.101538321212,0.00535701363662,3.09036338116e-06,0.405773742843,0.029900417106
subj001,1,100,250,300.29296875,0.0109677828355,1.02148484309e-05,0.814069932937,0.12009168706,0.00542270856572,3.38108495019e-06,0.41326195724,0.0348242466699
subj001,1,100,250,302.734375,0.0101990825825,1.15275180909e-05,0.78062484048,0.120363161262,0.00531001281961,3.48772643251e-06,0.404862641567,0.0340114030671
subj001,1,100,250,305.17578125,0.0077446644852,4.49265362985e-06,0.320079657903,0.00673051567368,0.00537754815192,2.12288337179e-06,0.21721132482,0.0030541517737
subj001,1,100,250,307.6171875,0.00766519151694,3.70981575509e-06,0.299728038618,0.00460040688873,0.0054859409401,2.68087323511e-06,0.205762505364,0.00319281204776
subj001,1,100,250,310.05859375,0.00740713189243,3.42561504014e-06,0.281665117046,0.00370491169975,0.00530470989182,2.20025849855e-06,0.196060782754,0.00234367311777
subj001,1,100,250,312.5,0.00720760213268,3.37473469944e-06,0.265326447227,0.00334516681522,0.00520925668422,2.21314198686e-06,0.188797283627,0.00222849193165
subj001,1,100,250,314.94140625,0.00762409888483,3.72698866416e-06,0.268577876942,0.00346369103483,0.00519194558354,2.0273073064e-06,0.184682011582,0.00226084892431
subj001,1,100,250,317.3828125,0.00839152392915,4.42469717373e-06,0.284020006516,0.00438334327901,0.00521237140774,2.0105953438e-06,0.1817510029,0.00192470955955
subj001,1,100,250,319.82421875,0.00875433782757,4.28612795272e-06,0.288958964917,0.00432266813872,0.00534877741996,2.13102516976e-06,0.183643548071,0.00206937446098
subj001,1,100,250,322.265625,0.00874529225331,5.75122267032e-06,0.287323253843,0.00538495239451,0.00528489800878,1.99845426944e-06,0.178324374649,0.00197479575817
subj001,1,100,250,324.70703125,0.00868982266271,5.18908258287e-06,0.290086618898,0.0052674399307,0.00528006148115,1.63256707376e-06,0.180431077249,0.00180485071679
subj001,1,100,250,327.1484375,0.00728180773514,2.82071393293e-06,0.24953218652,0.00257207557214,0.00523629735869,1.42509559723e-06,0.174698954491,0.00139001392104
subj001,1,100,250,329.58984375,0.00730187330656,2.51456973316e-06,0.248151121336,0.00247709243084,0.00533442593626,1.61059225825e-06,0.175460568697,0.00152573582845
subj001,1,100,250,332.03125,0.00742005223343,3.51714384018e-06,0.242173265238,0.00327191242293,0.00521801592804,1.46685235841e-06,0.168541059368,0.00133188666734
subj001,1,100,250,334.47265625,0.00742996831001,4.03288972506e-06,0.238056028228,0.00361459929265,0.00526708865878,1.72139152538e-06,0.166980097216,0.0014930691955
subj001,1,100,250,336.9140625,0.00744607173929,4.62774418105e-06,0.233731549907,0.00376002494786,0.00524954734444,1.99558758855e-06,0.164032876257,0.00160040951141
subj001,1,100,250,339.35546875,0.00719015472838,3.83665728219e-06,0.226454505538,0.0031039746574,0.00514907858488,2.16259735018e-06,0.160899255003,0.00166966386675
subj001,1,100,250,341.796875,0.00725983715468,2.56967273788e-06,0.222330142028,0.00198157180556,0.00522273573294,1.67787687197e-06,0.160109756814,0.00128670364292
